Orden,Preparación,Calidad,QQs Netos,Línea,Fecha,Turno,Analista,Operador,Hora,"% entrada
(Trillo)",Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Observaciones,Prom % de salida,Prom % de Pérdida,Vueltas Ponderadas
X Z 1/412,Cringe 17,DamLeve," 2,047.65 ",Línea 1,6/10/2021,Turno 2,Ulises,Jose Reyes,09:00 p. m.,15.30%,35.00,0.00,11.60,46.60,6.56%,31.00,1.20,9.40,41.60,5.80%,82.00,0.80,46.20,129.00,19.66%,,8%,49.80%,6.943088498
X Z 1/412,Cringe 17,DamLeve," 2,047.65 ",Línea 1,6/10/2021,Turno 3,Helton,Carlos,11:00 p. m.,9.00%,8.00,0.20,6.00,14.20,2.33%,13.00,0.00,8.00,21.00,4.00%,30.00,1.40,30.40,61.80,12.10%,,4%,58.62%,6.943088498
X Z 1/412,Cringe 17,DamLeve," 2,047.65 ",Línea 1,6/10/2021,Turno 3,Helton,Carlos,01:00 a. m.,10.80%,5.00,0.20,5.00,10.20,1.96%,12.00,0.00,10.00,22.00,4.06%,22.00,0.80,36.00,58.80,11.82%,,3%,67.86%,6.943088498
X Z 1/412,Cringe 17,DamLeve," 2,047.65 ",Línea 1,6/10/2021,Turno 3,Helton,Carlos,03:00 a. m.,9.20%,5.00,0.00,7.00,12.00,2.12%,9.00,0.00,8.00,17.00,3.78%,20.00,0.20,29.00,49.20,10.93%,,3%,62.87%,6.943088498
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/10/2021,Turno 2,Ulises,Omar H.,08:30 p. m.,12.80%,15.00,2.40,13.00,30.40,4.70%,17.00,0.60,14.40,32.00,4.73%,60.00,6.40,53.00,119.40,14.33%,,6%,55.70%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/10/2021,Turno 2,Ulises,Omar H.,10:00 p. m.,13.00%,16.00,0.20,14.00,30.20,4.30%,13.00,0.00,18.00,31.00,3.80%,54.00,8.20,66.80,129.00,16.93%,,5%,58.17%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/10/2021,Turno 3,Helton,Jose C.,12:00 p. m.,6.00%,4.00,2.40,8.00,14.40,4.00%,14.00,0.60,17.00,31.60,4.50%,24.00,4.40,24.00,52.40,6.26%,,4%,27.48%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/10/2021,Turno 3,Helton,Jose C.,02:00 a. m.,15.00%,6.00,1.20,6.00,13.20,3.76%,14.00,2.20,14.00,30.20,4.42%,0.00,0.00,0.00,0.00,18.10%,,5%,64.27%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/10/2021,Turno 3,Helton,Jose C.,04:00 a. m.,6.00%,7.00,1.20,4.00,12.20,3.87%,11.00,0.80,12.00,23.80,3.16%,21.00,2.20,22.00,45.20,5.06%,,4%,36.48%,7.857798574
X Z 1/412,Cringe 17,DamLeve," 2,047.65 ",Línea 1,6/11/2021,Turno 1,Angel,Jose Alberto,07:00 a. m.,7.50%,2.00,0.00,4.80,6.80,1.80%,2.00,0.00,4.80,6.80,1.86%,3.00,0.00,20.00,23.00,6.46%,,2%,69.59%,6.943088498
X Z 1/412,Cringe 17,DamLeve," 2,047.65 ",Línea 1,6/11/2021,Turno 1,Angel,Jose Alberto,09:00 a. m.,12.10%,6.00,0.00,16.00,22.00,6.00%,8.00,0.00,10.00,18.00,4.00%,10.00,0.20,16.40,26.60,6.60%,,6%,54.05%,6.943088498
X Z 1/416,Super 30-35 def,SPop DamFUERX, 305.74 ,Línea 1,6/11/2021,Turno 1,Angel,Jose Alberto,11:00 a. m.,7.00%,5.00,0.80,7.20,13.00,3.00%,5.00,0.60,9.00,14.60,4.00%,12.00,1.80,50.00,63.80,14.86%,,4%,36.63%,1
X Z 1/411,SPop,SPop B, 613.46 ,Línea 1,6/11/2021,Turno 1,Angel,Jose Alberto,01:30 p. m.,6.70%,10.00,0.00,12.00,13.00,4.33%,4.00,0.00,16.80,20.80,5.53%,10.00,2.00,32.00,44.00,10.66%,,5%,21.45%,4
X Z 1/411,SPop,SPop B, 613.46 ,Línea 1,6/11/2021,Turno 2,Ulises,Jose Reyes,03:30 p. m.,8.00%,2.00,0.40,7.00,9.40,2.33%,8.00,1.00,7.00,16.00,3.36%,22.00,3.40,16.00,41.40,5.80%,,3%,63.32%,4
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 1,Angel,Freddy M.,06:30 a. m.,7.10%,7.00,2.20,6.40,15.60,2.53%,2.00,0.00,6.00,8.00,1.66%,2.00,0.40,7.00,9.40,2.33%,,2%,67.71%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 1,Angel,Freddy M.,08:30 a. m.,7.10%,3.00,1.40,5.80,10.20,2.00%,8.00,0.80,9.00,17.80,2.83%,4.00,2.00,11.00,17.00,6.13%,,3%,63.09%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 1,Angel,Freddy M.,10:30 a. m.,8.20%,3.00,1.20,6.40,10.60,2.40%,6.00,1.00,9.40,16.40,2.90%,4.00,2.80,14.00,20.80,2.93%,,3%,68.56%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 1,Angel,Freddy M.,12:30 p. m.,9.70%,0.00,0.40,4.00,4.40,1.20%,2.00,1.00,8.00,11.00,2.20%,2.00,1.20,10.00,13.20,2.40%,,2%,83.81%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 2,Ulises,Omar H.,05:30 p. m.,13.00%,16.00,1.60,11.40,29.00,4.06%,18.00,5.60,26.00,49.60,7.20%,45.00,13.00,70.00,128.00,16.00%,,6%,53.55%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 2,Ulises,Omar H.,10:00 p. m.,16.40%,46.00,2.40,29.60,78.00,9.46%,71.00,2.60,31.60,105.20,12.00%,87.00,5.60,32.00,124.60,10.86%,,10%,37.59%,7.857798574
X Z 1/417,SPop,SPop B, 358.56 ,Línea 1,6/11/2021,Turno 2,Ulises,Jose Reyes,05:30 p. m.,7.60%,10.00,1.40,9.40,13.00,3.83%,6.00,0.80,6.60,13.40,2.33%,25.00,8.20,33.80,67.00,11.90%,,4%,43.92%,7
X Z 1/143,SPop,SPop A," 1,621.97 ",Línea 1,6/11/2021,Turno 2,Ulises,Jose Reyes,09:00 p. m.,5.20%,6.00,0.40,8.40,13.00,3.00%,2.00,0.60,5.00,7.60,2.00%,9.00,2.80,17.60,29.40,6.13%,,3%,41.10%,3.053952321
X Z 1/413,SPop,SPop A," 1,621.97 ",Línea 1,6/11/2021,Turno 3,Helton,Carlos,11:00 p. m.,8.60%,2.00,1.80,3.40,13.00,2.00%,3.00,0.80,7.00,10.80,2.67%,11.00,5.00,18.00,34.00,7.86%,,3%,67.98%,2
X Z 1/413,SPop,SPop A," 1,621.97 ",Línea 1,6/11/2021,Turno 3,Helton,Carlos,01:00 a. m.,9.20%,2.00,1.00,4.00,7.00,1.97%,2.00,0.60,6.00,8.60,2.33%,12.00,2.20,16.00,30.20,7.06%,,3%,72.08%,2
X Z 1/420,SPop,Sel TRock," 1,519.03 ",Línea 1,6/11/2021,Turno 3,Helton,Carlos,12:00 a. m.,7.00%,2.00,1.20,5.00,13.00,2.33%,6.00,1.00,6.00,13.00,2.96%,15.00,2.20,19.00,36.20,7.96%,,3%,56.42%,4.294530964
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 3,Helton,Jose C.,12:00 p. m.,7.20%,15.00,1.00,11.00,27.00,4.17%,34.00,3.00,28.00,65.00,8.06%,0.00,0.00,0.00,0.00,38.00%,,9%,-18.41%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 3,Helton,Jose C.,02:00 a. m.,8.80%,10.00,2.00,13.00,25.00,3.94%,30.00,1.80,26.00,57.80,7.82%,0.00,0.00,0.00,0.00,41.00%,,9%,2.09%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 2,6/11/2021,Turno 3,Helton,Jose C.,04:00 a. m.,9.00%,12.00,1.60,11.00,24.60,3.33%,20.00,1.80,21.00,42.80,6.07%,0.00,0.00,0.00,0.00,43.60%,,8%,10.64%,7.857798574
X Z 1/415,SPop,SPop B, 992.81 ,Línea 2,6/11/2021,Turno 2,Ulises,Omar H.,08:00 a. m.,7.00%,9.00,1.80,4.40,15.20,2.33%,7.00,1.60,6.80,15.40,2.66%,23.00,2.00,18.60,43.60,7.00%,,3%,58.86%,2.962029432
X Z 1/420,SPop,Sel TRock," 1,519.00 ",Línea 1,6/12/2021,Turno 1,Ulises,Noel Perez,06:30 a. m.,6.50%,6.00,0.40,5.40,13.00,2.23%,5.00,0.60,3.60,9.20,1.50%,11.00,1.80,25.00,37.80,8.00%,,3%,59.62%,4.294530964
X Z 1/420,SPop,Sel TRock," 1,519.00 ",Línea 1,6/13/2021,Turno 2,Ulises,Noel Perez,08:30 a. m.,7.60%,5.00,0.40,5.40,10.80,1.90%,8.00,1.20,9.20,18.40,3.43%,12.00,1.80,18.80,32.60,6.40%,,3%,64.05%,4.294530964
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 1,6/12/2021,Turno 1,Ulises,Freddy M.,06:30 a. m.,13.60%,22.00,1.60,10.60,34.20,4.13%,10.00,0.80,10.60,21.40,3.63%,0.00,0.00,0.00,0.00,22.40%,,6%,57.12%,7.857798574
X Z 1/408,SPop,Gw 1era Ok," 1,541.53 ",Línea 1,6/12/2021,Turno 1,Ulises,Freddy M.,08:00 a. m.,10.40%,12.00,0.20,6.00,18.20,2.20%,11.00,0.40,7.20,18.60,2.46%,0.00,0.00,0.00,0.00,23.00%,,4%,58.22%,7.857798574
X Z 1/415,SPop,SPop ZA B, 992.81 ,Línea 2,6/12/2021,Turno 1,Ulises,Freddy M.,10:00 a. m.,4.20%,2.00,0.20,3.20,5.40,1.56%,4.00,0.20,4.60,8.80,2.00%,10.00,0.80,6.80,17.60,3.20%,,2%,56.33%,2.962029432
X Z 1/415,SPop,SPop ZA B, 992.81 ,Línea 2,6/12/2021,Turno 1,Ulises,Freddy M.,12:00 p. m.,4.00%,3.00,0.00,36.80,39.80,1.63%,2.00,0.20,6.60,8.80,2.23%,8.00,2.40,16.00,26.40,5.53%,,2%,45.75%,2.962029432
X Z 1/415,SPop,SPop ZA B, 992.81 ,Línea 2,6/12/2021,Turno 1,Ulises,Freddy M.,02:00 p. m.,6.80%,2.00,1.80,6.00,9.80,1.80%,13.00,1.20,12.40,26.60,4.00%,14.00,0.80,12.00,26.80,4.53%,,3%,61.43%,2.962029432
X Z 1/415,SPop,SPop ZA B, 992.81 ,Línea 2,6/12/2021,Turno 2,Angel,Omar H.,04:00 p. m.,6.00%,1.00,0.80,6.00,7.80,1.80%,2.00,0.00,6.00,8.00,2.00%,7.00,2.00,14.60,23.60,5.20%,,2%,63.50%,2.962029432
X Z 1/421,SPop,SPop A, 410.97 ,Línea 1,6/12/2021,Turno 2,Angel,Jose Reyes,08:00 p. m.,3.20%,1.00,0.20,2.40,13.00,0.50%,1.00,0.00,4.00,5.00,1.33%,1.00,2.00,10.40,13.40,3.33%,,1%,69.05%,1
X Z 1/424,SPop,Lapa B, 960.03 ,Línea 1,6/12/2021,Turno 3,Helton,Carlos,03:00 a. m.,9.80%,1.00,0.20,4.00,13.00,1.82%,7.00,1.20,8.00,16.20,3.06%,10.00,1.20,21.00,32.20,7.76%,,3%,72.20%,3
X Z 1/414,SPop,Sel TRock, 624.06 ,Línea 2,6/12/2021,Turno 2,Angel,Omar H.,06:00 p. m.,4.10%,0.00,0.40,8.00,13.00,2.46%,1.00,0.00,8.40,9.40,2.66%,8.00,0.40,14.00,22.40,4.80%,,3%,33.07%,3
X Z 1/414,SPop,Sel TRock, 624.06 ,Línea 2,6/12/2021,Turno 2,Angel,Omar H.,08:00 p. m.,12.10%,2.00,0.40,12.00,14.40,3.73%,2.00,0.00,8.00,10.00,2.93%,4.00,1.20,30.80,36.00,8.53%,,4%,66.86%,3
X Z 1/414,SPop,Sel TRock, 624.06 ,Línea 2,6/12/2021,Turno 2,Angel,Omar H.,10:00 p. m.,10.00%,3.00,0.80,10.20,14.00,3.50%,1.00,0.20,7.40,8.60,2.80%,5.00,1.60,28.80,35.40,8.40%,,4%,61.85%,3
X Z 1/418-422,SPop,Sel TRock," 1,844.98 ",Línea 2,6/12/2021,Turno 3,Helton,Jose C.,11:00 p. m.,14.00%,1.00,0.60,6.60,8.20,2.00%,6.00,0.60,10.60,17.20,11.00%,15.00,1.60,23.00,39.60,7.67%,,5%,65.59%,4.369318806
X Z 1/418-422,SPop,Sel TRock," 1,844.98 ",Línea 2,6/12/2021,Turno 3,Helton,Jose C.,01:00 a. m.,10.00%,2.00,0.40,4.00,6.40,1.83%,5.00,0.40,8.00,13.40,3.16%,13.00,1.00,19.00,33.00,7.06%,,3%,73.15%,4.369318806
X Z 1/418-422,SPop,Sel TRock," 1,844.98 ",Línea 2,6/12/2021,Turno 3,Helton,Jose C.,03:00 a. m.,10.40%,4.00,0.80,3.20,8.00,1.97%,4.00,0.60,10.00,14.60,3.56%,13.00,2.00,17.00,32.00,7.42%,,3%,72.00%,4.369318806
X Z 1/424,SPop,Lapa B, 960.03 ,Línea 1,6/14/2021,Turno 1,Helton,Carlos,07:00 a. m.,9.20%,6.00,0.20,6.00,13.00,1.26%,12.00,1.20,8.00,21.20,2.46%,18.00,4.00,19.00,41.00,7.00%,,2%,76.80%,3
X Z 1/418-422,SPop,Sel TRock," 1,844.98 ",Línea 2,6/14/2021,Turno 1,Helton,Jose C.,07:00 a. m.,9.00%,2.00,0.20,8.00,10.20,1.96%,5.00,0.40,10.00,15.40,3.60%,5.00,0.40,28.00,33.40,7.66%,,3%,67.33%,4.369318806
X Z 1/418-422,SPop,Sel TRock," 1,844.98 ",Línea 2,6/14/2021,Turno 1,Helton,Jose C.,09:00 a. m.,9.80%,8.00,1.60,8.00,17.60,3.72%,6.00,1.00,10.40,17.40,3.83%,24.00,1.40,24.00,49.40,8.33%,,4%,57.06%,4.369318806
X Z 1/418-422,SPop,Sel TRock," 1,844.98 ",Línea 2,6/14/2021,Turno 1,Helton,Jose C.,11:00 a. m.,8.80%,4.00,0.20,6.00,10.20,1.82%,4.00,0.40,8.00,12.40,2.16%,20.00,0.40,26.00,46.40,8.07%,,3%,71.25%,4.369318806
X Z 1/423,SPop,Gw 1era Ok, 955.44 ,Línea 2,6/14/2021,Turno 1,Helton,Jose C.,02:00 p. m.,5.20%,3.00,1.60,4.00,8.60,1.81%,3.00,1.40,7.00,11.40,2.17%,7.00,1.00,16.00,24.00,4.13%,,2%,59.00%,9
X Z 1/423,SPop,Gw 1era Ok, 955.44 ,Línea 2,6/14/2021,Turno 2,Angel,Freddy M.,04:00 p. m.,12.00%,8.00,0.00,8.40,16.40,2.53%,14.00,0.60,15.60,30.20,4.10%,21.00,1.20,19.60,41.80,5.66%,,3%,73.04%,9
X Z 1/423,SPop,Gw 1era Ok, 955.44 ,Línea 2,6/14/2021,Turno 2,Angel,Freddy M.,06:00 p. m.,9.80%,8.00,0.40,10.00,18.40,2.70%,12.00,1.20,14.00,27.20,3.66%,4.00,1.00,11.00,16.00,2.33%,,3%,70.38%,9
X Z 1/423,SPop,Gw 1era Ok, 955.44 ,Línea 2,6/14/2021,Turno 2,Angel,Freddy M.,08:00 p. m.,13.00%,8.00,0.40,10.00,18.40,2.80%,18.00,1.60,20.00,39.60,5.33%,26.00,4.60,49.20,79.80,12.00%,,4%,66.52%,9
X Z 1/423,SPop,Gw 1era Ok, 955.44 ,Línea 2,6/14/2021,Turno 2,Angel,Freddy M.,10:00 p. m.,10.00%,4.00,0.60,8.00,12.60,2.10%,10.00,1.20,17.80,29.00,5.00%,16.00,2.00,35.40,53.40,6.80%,,3%,67.05%,9
X Z 1/423,SPop,Gw 1era Ok, 955.44 ,Línea 2,6/14/2021,Turno 3,Ulises,Omar H.,12:00 p. m.,12.00%,5.00,1.60,12.20,18.80,3.33%,30.00,2.60,21.60,54.20,6.66%,51.00,6.40,33.00,90.40,10.60%,,5%,59.25%,9
X Z 1/429,Japan,Gw 1era Ok, 285.12 ,Línea 2,6/14/2021,Turno 3,Ulises,Omar H.,01:00 a. m.,6.50%,3.00,1.20,6.40,10.60,1.73%,4.00,0.80,10.00,14.80,2.93%,37.00,2.60,28.00,67.60,8.93%,,3%,57.69%,2
X Z 1/428,SPop,Sel TRock," 1,575.93 ",Línea 1,6/14/2021,Turno 2,Angel,Jose Alberto,06:00 p. m.,12.00%,6.00,0.40,6.00,13.00,2.06%,3.00,0.00,7.00,10.00,2.50%,13.00,1.20,32.40,46.60,12.80%,,3%,72.97%,5.068950481
X Z 1/428,SPop,Sel TRock," 1,575.93 ",Línea 1,6/14/2021,Turno 2,Angel,Jose Alberto,08:00 p. m.,11.20%,3.00,0.80,11.20,15.00,3.86%,2.00,0.00,10.80,12.80,4.00%,14.00,1.60,34.00,49.60,11.33%,,5%,58.55%,5.068950481
X Z 1/428,SPop,Sel TRock," 1,575.93 ",Línea 1,6/14/2021,Turno 2,Angel,Jose Alberto,10:00 p. m.,10.00%,1.00,1.00,10.80,12.80,2.15%,1.00,0.60,8.40,10.00,2.60%,12.00,0.80,35.80,48.60,11.00%,,3%,68.53%,5.068950481
X Z 1/428,SPop,Sel TRock," 1,575.93 ",Línea 1,6/14/2021,Turno 3,Ulises,Jose Reyes,12:00 p. m.,7.10%,8.00,0.60,6.80,15.40,2.73%,12.00,0.20,4.60,16.80,2.26%,17.00,3.20,32.40,52.60,10.26%,,3%,52.60%,5.068950481
X Z 1/430,SPop,Lapa B," 1,440.00 ",Línea 1,6/14/2021,Turno 3,Ulises,Jose Reyes,02:00 a. m.,6.60%,3.00,0.60,4.20,13.00,1.76%,6.00,0.80,4.00,10.80,1.73%,18.00,3.60,28.60,50.20,9.33%,,3%,61.98%,3
X Z 1/430,SPop,Lapa B," 1,440.00 ",Línea 1,6/14/2021,Turno 3,Ulises,Jose Reyes,04:00 a. m.,4.40%,5.00,0.40,3.60,9.00,1.20%,4.00,0.40,4.00,8.40,1.86%,19.00,3.80,21.00,43.80,7.66%,,2%,54.30%,3
X Z 1/430,SPop,Lapa B," 1,440.00 ",Línea 1,6/15/2021,Turno 1,Helton,Carlos,06:00 a. m.,9.80%,5.00,0.60,12.00,13.00,2.16%,9.00,0.20,16.00,25.20,3.06%,15.00,0.80,29.00,44.80,7.20%,,3%,70.52%,3
X Z 1/432,SPop,SPop A, 506.43 ,Línea 1,6/15/2021,Turno 1,Oliver,Jose Alberto,04:00 p. m.,6.80%,6.00,0.00,6.00,13.00,2.40%,6.00,0.40,8.00,14.40,3.10%,10.00,0.80,18.00,28.80,5.70%,,3%,57.28%,5
X Z 1/433,SPop,Popular A," 1,570.06 ",Línea 1,6/15/2021,Turno 2,Oliver,Jose Alberto,09:00 p. m.,7.00%,2.00,0.00,6.00,13.00,2.00%,6.00,0.00,9.00,15.00,2.60%,22.00,1.00,19.00,42.00,6.60%,,3%,62.71%,3.077963562
X Z 1/431,Japan,GW 2da," 1,244.97 ",Línea 2,6/15/2021,Turno 1,Helton,Jose C.,06:00 a. m.,16.00%,13.00,0.60,7.00,20.60,2.23%,38.00,0.80,16.00,54.80,5.42%,104.00,2.40,36.00,142.40,13.26%,,4%,74.18%,10.61130957
X Z 1/431,Japan,GW 2da," 1,244.97 ",Línea 2,6/15/2021,Turno 1,Helton,Jose C.,08:00 a. m.,13.20%,17.00,0.60,9.00,26.60,2.97%,30.00,0.80,19.00,49.80,5.06%,0.00,0.00,0.00,0.00,39.10%,,7%,46.17%,10.61130957
X Z 1/431,Japan,GW 2da," 1,244.97 ",Línea 2,6/15/2021,Turno 1,Helton,Jose C.,10:00 a. m.,16.80%,14.00,0.60,8.00,22.60,2.53%,34.00,1.20,17.00,52.20,5.46%,0.00,0.00,0.00,0.00,42.80%,,7%,56.61%,10.61130957
X Z 1/431,Japan,GW 2da," 1,244.97 ",Línea 2,6/15/2021,Turno 1,Helton,Jose C.,12:00 p. m.,15.60%,17.00,1.40,7.00,25.40,2.83%,38.00,1.60,14.00,53.60,5.63%,0.00,0.00,0.00,0.00,41.60%,,7%,52.52%,10.61130957
X Z 1/431,Japan,GW 2da," 1,244.97 ",Línea 2,6/15/2021,Turno 1,Helton,Jose C.,02:00 p. m.,14.60%,16.00,0.60,7.00,23.60,2.57%,33.00,1.40,18.00,52.40,5.52%,0.00,0.00,0.00,0.00,40.20%,,7%,51.57%,10.61130957
X Z 1/427,Japan,DamFuerX," 1,249.04 ",Línea 2,6/15/2021,Turno 2,Oliver,Freddy M.,07:00 p. m.,7.80%,4.00,0.00,12.00,16.00,4.40%,12.00,1.00,16.00,29.00,4.90%,10.00,1.00,22.00,33.00,6.60%,,5%,39.17%,2
X Z 1/427,Japan,DamFuerX," 1,249.04 ",Línea 2,6/15/2021,Turno 2,Oliver,Freddy M.,09:00 p. m.,8.80%,6.00,0.00,10.80,16.80,3.40%,12.00,0.00,18.00,30.00,5.10%,16.00,0.00,28.00,44.00,8.10%,,4%,51.19%,2
X Z 1/427,Japan,DamFuerX," 1,249.04 ",Línea 2,6/15/2021,Turno 3,Ulises,Omar H.,11:00 p. m.,10.70%,11.00,0.60,11.20,22.80,4.43%,8.00,0.00,17.00,25.00,5.40%,84.00,3.40,38.00,125.40,15.63%,,6%,45.86%,2
X Z 1/427,Japan,DamFuerX," 1,249.04 ",Línea 2,6/15/2021,Turno 3,Ulises,Omar H.,01:00 a. m.,10.00%,3.00,0.00,8.40,11.40,2.66%,11.00,0.40,8.80,20.20,3.60%,32.00,3.40,57.80,93.20,18.60%,,4%,55.11%,2
X Z 1/433,SPop,Popular A," 1,570.06 ",Línea 1,6/15/2021,Turno 3,Ulises,Jose Reyes,11:00 p. m.,5.00%,3.00,0.20,4.20,13.00,1.60%,3.00,0.00,3.80,6.80,1.56%,24.00,2.00,23.40,49.40,8.50%,,2%,54.40%,3.077963562
X Z 1/433,SPop,Popular A," 1,570.06 ",Línea 1,6/15/2021,Turno 3,Ulises,Jose Reyes,01:00 a. m.,3.40%,2.00,0.00,4.20,6.20,1.63%,3.00,0.20,3.00,6.20,1.13%,20.00,1.60,23.60,45.20,8.20%,,2%,36.41%,3.077963562
X Z 1/433,SPop,Popular A," 1,570.06 ",Línea 1,6/15/2021,Turno 3,Ulises,Jose Reyes,03:00 a. m.,3.80%,2.00,0.40,4.40,6.80,1.83%,5.00,0.00,5.60,10.60,1.16%,12.00,2.00,26.40,40.40,8.06%,,2%,39.86%,3.077963562
X Z 1/433,SPop,Popular A," 1,570.06 ",Línea 1,6/15/2021,Turno 3,Ulises,Jose Reyes,05:00 a. m.,3.60%,1.00,0.20,4.00,5.20,1.53%,4.00,0.00,6.00,10.00,1.23%,13.00,1.40,24.20,38.60,7.86%,,2%,42.00%,3.077963562
X Z 1/435,SPop,Gw 1era Ok," 2,069.12 ",Línea 2,6/15/2021,Turno 3,Ulises,Omar H.,04:00 a. m.,12.20%,17.00,1.00,12.20,30.20,3.90%,16.00,2.40,17.60,36.00,5.07%,57.00,9.00,54.40,120.40,13.50%,,5%,57.77%,8.892499446
X Z 1/434,SPop,Lapa B," 1,440.20 ",Línea 1,6/16/2021,Turno 1,Helton,Carlos,06:00 a. m.,6.80%,3.00,0.20,4.00,13.00,1.86%,2.00,0.40,8.00,10.40,2.47%,10.00,0.20,20.00,30.20,6.40%,,2%,63.73%,3
X Z 1/434,SPop,Lapa B," 1,440.20 ",Línea 1,6/16/2021,Turno 1,Helton,Carlos,08:00 a. m.,8.10%,2.00,0.40,6.00,8.40,2.06%,4.00,0.40,5.00,9.40,2.03%,6.00,2.80,22.00,30.80,7.22%,,3%,68.29%,3
X Z 1/434,SPop,Lapa B," 1,440.20 ",Línea 1,6/16/2021,Turno 1,Helton,Carlos,10:00 a. m.,8.60%,2.00,0.60,8.00,10.60,2.54%,4.00,0.60,7.00,11.60,2.56%,8.00,2.20,19.00,29.20,7.07%,,3%,65.14%,3
X Z 1/434,SPop,Lapa B," 1,440.20 ",Línea 1,6/16/2021,Turno 1,Helton,Carlos,12:00 p. m.,8.20%,3.00,0.40,5.00,8.40,2.14%,6.00,0.80,9.00,15.80,3.53%,11.00,1.80,21.00,33.80,8.06%,,3%,62.45%,3
X Z 1/438,SPop,SPop A," 2,031.38 ",Línea 1,6/16/2021,Turno 2,Angel,Jose Alberto,07:00 p. m.,6.80%,2.00,0.00,7.20,13.00,2.20%,2.00,0.00,4.40,6.40,1.66%,6.00,0.00,1.20,7.20,6.40%,,2%,63.46%,4.06382549
X Z 1/438,SPop,SPop A," 2,031.38 ",Línea 1,6/16/2021,Turno 2,Angel,Jose Alberto,09:00 p. m.,10.00%,1.00,0.00,9.20,10.20,2.80%,3.00,0.40,6.80,10.20,3.00%,14.00,4.80,40.00,58.80,11.60%,,4%,62.70%,4.06382549
X Z 1/438,SPop,SPop A," 2,031.38 ",Línea 1,6/18/2021,Turno 3,Selenio,Jose Alberto,11:00 p. m.,8.70%,1.00,0.20,5.20,6.40,1.67%,7.00,0.40,5.00,12.40,3.00%,10.00,2.00,22.40,34.40,7.03%,,3%,70.82%,4.06382549
X Z 1/438,SPop,SPop A," 2,031.38 ",Línea 1,6/19/2021,Turno 5,Angel,Jose Reyes,01:00 a. m.,7.80%,1.00,0.20,5.20,6.40,1.67%,7.00,0.40,5.00,12.40,3.00%,10.00,2.00,22.40,34.40,7.03%,,3%,67.46%,4.06382549
X Z 1/438,SPop,SPop A," 2,031.38 ",Línea 1,6/19/2021,Turno 5,Angel,Jose Reyes,03:00 a. m.,7.00%,1.00,0.20,6.00,7.20,2.33%,2.00,0.00,7.00,9.00,2.80%,9.00,0.40,18.60,28.00,7.80%,,3%,57.22%,4.06382549
X Z 1/435,SPop,Gw 1era Ok," 1,027.35 ",Línea 2,6/16/2021,Turno 1,Helton,Jose C.,06:00 a. m.,11.00%,9.00,2.60,17.00,28.60,4.66%,15.00,2.00,22.00,39.00,5.23%,0.00,0.00,0.00,0.00,41.00%,,8%,23.30%,8.892499446
X Z 1/435,SPop,Gw 1era Ok," 1,027.35 ",Línea 2,6/16/2021,Turno 1,Helton,Jose C.,08:00 a. m.,10.60%,12.00,0.60,15.00,27.60,4.23%,13.00,2.60,19.00,34.60,4.87%,0.00,0.00,0.00,0.00,40.80%,,8%,24.08%,8.892499446
X Z 1/435,SPop,Gw 1era Ok," 1,027.35 ",Línea 2,6/16/2021,Turno 1,Helton,Jose C.,11:00 a. m.,10.40%,10.00,3.20,14.00,27.20,4.00%,15.00,1.40,17.00,33.40,4.62%,0.00,0.00,0.00,0.00,42.00%,,8%,23.51%,8.892499446
X Z 1/435,SPop,Gw 1era Ok," 1,027.35 ",Línea 2,6/16/2021,Turno 1,Helton,Jose C.,01:00 p. m.,11.20%,13.00,1.40,12.00,26.40,3.83%,19.00,2.00,19.00,40.00,5.56%,0.00,0.00,0.00,0.00,39.60%,,8%,30.00%,8.892499446
